---,ObjectModel,Category,Icon,SubCategory,SocketClassIDs,PlugClassIDs,NiceName,bShowInDrawer,VariantOf
^T_ARCHM_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ARCH_H.T_ARCH_H'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ARCHM_H.T_ARCHM_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","TIMBER HALF ARCH (MID)","False","^T_ARCH_H"
^T_ARCHT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ARCH.T_ARCH'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ARCHT.T_ARCHT'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER ARCH (TOP)","False","^T_ARCH"
^T_ARCHT_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ARCH_H.T_ARCH_H'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ARCHT_H.T_ARCHT_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","TIMBER HALF ARCH (TOP)","False","^T_ARCH_H"
^T_ARCH_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ARCH_H.T_ARCH_H'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ARCH_H.T_ARCH_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","TIMBER HALF ARCH","True","None"
^T_CHEV_DOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_CHEV_DOOR.T_CHEV_DOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_CHEV_DOOR.T_CHEV_DOOR'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED TIMBER-GLASS DOOR","True","None"
^T_CHEV_WALL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_CHEV_WALL.T_CHEV_WALL'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_CHEV_WALL.T_CHEV_WALL'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED TIMBER WALL A","True","None"
^T_CHEV_WALL_H_C,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_CHEV_WALL_H_C.T_CHEV_WALL_H_C'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_CHEV_WALL_H_C.T_CHEV_WALL_H_C'","Walls, Doors and Windows","(""LEGACYWALLHALF"")","(""LEGACYWALLHALF"")","EXTRUDED TIMBER WALL CAP","True","None"
^T_CHEV_WIN0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_CHEV_WIN0.T_CHEV_WIN0'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_CHEV_WIN0.T_CHEV_WIN0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED TIMBER WALL B","True","None"
^T_CHEV_WIN1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_CHEV_WIN1.T_CHEV_WIN1'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_CHEV_WIN1.T_CHEV_WIN1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED TIMBER LARGE WINDOW","True","None"
^T_CHEV_WIN2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_CHEV_WIN2.T_CHEV_WIN2'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_CHEV_WIN2.T_CHEV_WIN2'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED TIMBER SMALL WINDOW","True","None"
^T_DOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR.T_DOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOOR.T_DOOR'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER RECTANGULAR DOOR","True","None"
^T_DOOR1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR1.T_DOOR1'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOOR1.T_DOOR1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER ANGLED DOOR","True","None"
^T_DOORB0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR.T_DOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORB0.T_DOORB0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER RECTANGULAR DOOR (BASE)","False","^T_DOOR"
^T_DOORB0_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR_H.T_DOOR_H'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORB0_H.T_DOORB0_H'","Walls, Doors and Windows","(""LEGACYWALL"")","","TIMBER DOORWAY (BASE)","False","^T_DOOR_H"
^T_DOORB1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR1.T_DOOR1'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORB1.T_DOORB1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER ANGLED DOOR (BASE)","False","^T_DOOR1"
^T_DOORM0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR.T_DOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORM0.T_DOORM0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER RECTANGULAR DOOR (MID)","False","^T_DOOR"
^T_DOORM0_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR_H.T_DOOR_H'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORM0_H.T_DOORM0_H'","Walls, Doors and Windows","(""LEGACYWALL"")","","TIMBER DOORWAY (MID)","False","^T_DOOR_H"
^T_DOORM1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR1.T_DOOR1'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORM1.T_DOORM1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER ANGLED DOOR (MID)","False","^T_DOOR1"
^T_DOORT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR.T_DOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORT0.T_DOORT0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER RECTANGULAR DOOR (TOP)","False","^T_DOOR"
^T_DOORT0_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR_H.T_DOOR_H'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORT0_H.T_DOORT0_H'","Walls, Doors and Windows","(""LEGACYWALL"")","","TIMBER DOORWAY (TOP)","False","^T_DOOR_H"
^T_DOORT1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR1.T_DOOR1'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORT1.T_DOORT1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER ANGLED DOOR (TOP)","False","^T_DOOR1"
^T_DOORWINB0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOORWINDOW.T_DOORWINDOW'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORWINB0.T_DOORWINB0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER FRONTAGE (BASE)","False","^T_DOORWINDOW"
^T_DOORWINDOW,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOORWINDOW.T_DOORWINDOW'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORWINDOW.T_DOORWINDOW'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER FRONTAGE","True","None"
^T_DOORWINM0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOORWINDOW.T_DOORWINDOW'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORWINM0.T_DOORWINM0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER FRONTAGE (MID)","False","^T_DOORWINDOW"
^T_DOORWINT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOORWINDOW.T_DOORWINDOW'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOORWINT0.T_DOORWINT0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER FRONTAGE (TOP)","False","^T_DOORWINDOW"
^T_DOOR_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_DOOR_H.T_DOOR_H'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_DOOR_H.T_DOOR_H'","Walls, Doors and Windows","(""LEGACYWALL"")","","TIMBER DOORWAY","True","None"
^T_FLOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_FLOOR.T_FLOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_FLOOR.T_FLOOR'","Flooring and Stairs","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","TIMBER FLOOR PANEL","True","None"
^T_FLOOR_Q,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_FLOOR_Q.T_FLOOR_Q'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_FLOOR_Q.T_FLOOR_Q'","Flooring and Stairs","(""FLOOR_Q"",""PROP"")","(""FLOOR_Q_to_FLOOR_Q"",""FLOOR_Q_to_WALL_H"")","SMALL TIMBER PANEL","True","None"
^T_GDOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_GDOOR.T_GDOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_GDOOR.T_GDOOR'","Walls, Doors and Windows","(""WALL"",""POWERGDOOR"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER POWER DOOR","True","None"
^T_GDOORB0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_GDOOR.T_GDOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_GDOORB0.T_GDOORB0'","Walls, Doors and Windows","(""WALL"",""POWERGDOOR"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER POWER DOOR (BASE)","False","^T_GDOOR"
^T_GDOORM0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_GDOOR.T_GDOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_GDOORM0.T_GDOORM0'","Walls, Doors and Windows","(""WALL"",""POWERGDOOR"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER POWER DOOR (MID)","False","^T_GDOOR"
^T_GDOORT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_GDOOR.T_GDOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_GDOORT0.T_GDOORT0'","Walls, Doors and Windows","(""WALL"",""POWERGDOOR"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER POWER DOOR (TOP)","False","^T_GDOOR"
^T_GFLOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_GFLOOR.T_GFLOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_GFLOOR.T_GFLOOR'","Flooring and Stairs","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","TIMBER-FRAMED GLASS PANEL","True","None"
^T_RAMP,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_RAMP.T_RAMP'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_RAMP.T_RAMP'","Flooring and Stairs","(""RAMP"")","(""RAMP_to_RAMP"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR"",""RAMP_to_RAMP_Left"",""RAMP_to_RAMP_Right"")","TIMBER RAMP","True","None"
^T_RAMP_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_RAMP_H.T_RAMP_H'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_RAMP_H.T_RAMP_H'","Flooring and Stairs","(""RAMP_H"")","(""RAMP_to_RAMP"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_FLOOR"",""RAMP_H_to_RAMP_H_Left"",""RAMP_H_to_RAMP_H_Right"")","TIMBER HALF RAMP","True","None"
^T_RAMP_Q_TOP,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_RAMP_Q_TOP.T_RAMP_Q_TOP'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_RAMP_Q_TOP.T_RAMP_Q_TOP'","Flooring and Stairs","","","TIMBER HALF RAMP PLATFORM","True","None"
^T_ROOF0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF0.T_ROOF0'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF0.T_ROOF0'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","ROUNDED FLAT TIMBER-GLASS ROOF","True","None"
^T_ROOF1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF1.T_ROOF1'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF1.T_ROOF1'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","ASYMMETRICAL TIMBER-GLASS ROOF","True","None"
^T_ROOF2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF2.T_ROOF2'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF2.T_ROOF2'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","L-SKYLIGHT TIMBER ROOF","True","None"
^T_ROOF3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF3.T_ROOF3'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF3.T_ROOF3'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","FOLDED SAIL TIMBER ROOF","True","None"
^T_ROOF4,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF4.T_ROOF4'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF4.T_ROOF4'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","U-SKYLIGHT TIMBER TRAPEZOID ROOF","True","None"
^T_ROOF5,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF5.T_ROOF5'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF5.T_ROOF5'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","DRAPED SAIL TIMBER ROOF","True","None"
^T_ROOF6,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF6.T_ROOF6'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF6.T_ROOF6'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","FLAT TIMBER ROOF","True","None"
^T_ROOF7,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF7.T_ROOF7'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF7.T_ROOF7'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","ROUNDED TIMBER ROOF","True","None"
^T_ROOF_C,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF_C.T_ROOF_C'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF_C.T_ROOF_C'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","TIMBER ROOF CORNER","True","None"
^T_ROOF_E_CAP,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF_E_CAP.T_ROOF_E_CAP'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF_E_CAP.T_ROOF_E_CAP'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","TIMBER ROOF GABLE","True","None"
^T_ROOF_E_Q,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF_E_Q.T_ROOF_E_Q'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF_E_Q.T_ROOF_E_Q'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","SLOPING TIMBER ROOF GABLE","True","None"
^T_ROOF_IC,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF_IC.T_ROOF_IC'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF_IC.T_ROOF_IC'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","TIMBER INNER ROOF CORNER","True","None"
^T_ROOF_M,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF_M.T_ROOF_M'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF_M.T_ROOF_M'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","TIMBER ROOF PANEL","True","None"
^T_ROOF_M_CAP,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF_M_CAP.T_ROOF_M_CAP'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF_M_CAP.T_ROOF_M_CAP'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","TIMBER ROOF CAP","True","None"
^T_ROOF_M_CAP_Glass,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF_M_CAP_Glass.T_ROOF_M_CAP_Glass'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF_M_CAP_Glass.T_ROOF_M_CAP_Glass'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","","True","None"
^T_ROOF_M_Q,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ROOF_M_Q.T_ROOF_M_Q'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ROOF_M_Q.T_ROOF_M_Q'","Roofing","(""FLOOR"",""PROP"")","(""FLOOR_to_FLOOR"",""FLOOR_to_FLOOR_Q_A"",""FLOOR_to_FLOOR_Q_B"",""FLOOR_to_WALL"")","SLOPING TIMBER ROOF PANEL","True","None"
^T_TRIFLOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_TRIFLOOR.T_TRIFLOOR'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_TRIFLOOR.T_TRIFLOOR'","Flooring and Stairs","(""TRIFLOOR"")","(""TRIFLOOR"")","TIMBER TRIANGLE","True","None"
^T_TRIFLOOR_Q,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_TRIFLOOR_Q.T_TRIFLOOR_Q'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_TRIFLOOR_Q.T_TRIFLOOR_Q'","Flooring and Stairs","(""TRIFLOORSMALL"")","(""TRIFLOORSMALL"")","SMALL TIMBER TRIANGLE","True","None"
^T_WALL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_WALL.T_WALL'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_WALL.T_WALL'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER WALL","True","None"
